ID,Created,Title,Reason for desk reservation,DeskText,Reserved By,Check Out From,Check Out To,Check Out From Text,Check Out To Text,Check Out From Number,Check Out To Number,Service,Description,RoomReservation,Manager,Asset,RecurrenceFrequency,RecurrenceEndDate,MeetingCategory,RecurrenceID,RecurrenceDayName,RecurrenceTimes,OptionalAttendees,DeskFloor,IsRecurring,OutlookEventID,Created By,OutlookSeriesID,RecurrencePattern,ParentReservationID,Floor
428,10/28/2025 9:31,"lastName, firstName A. - Bldg. 8, RM105, Desk 8 @ 12/08/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 8","lastName, firstName A.",12/8/25 0:00,12/8/25 23:00,12/08/2025 00:00,12/08/2025 23:00,45999.00,45999.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/8/2025,Super User Training,69,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
429,10/28/2025 9:31,"lastName, firstName A. - Bldg. 8, RM105, Desk 9 @ 12/08/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 9","lastName, firstName A.",12/8/25 0:00,12/8/25 23:00,12/08/2025 00:00,12/08/2025 23:00,45999.00,45999.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/8/2025,Super User Training,69,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
430,10/28/2025 9:32,"lastName, firstName A. - Bldg. 8, RM105, Desk 1 @ 12/09/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 1","lastName, firstName A.",12/9/25 0:00,12/9/25 23:00,12/09/2025 00:00,12/09/2025 23:00,46000.00,46000.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/9/2025,Super User Training,70,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
431,10/28/2025 9:32,"lastName, firstName A. - Bldg. 8, RM105, Desk 10 @ 12/09/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 10","lastName, firstName A.",12/9/25 0:00,12/9/25 23:00,12/09/2025 00:00,12/09/2025 23:00,46000.00,46000.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/9/2025,Super User Training,70,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
432,10/28/2025 9:32,"lastName, firstName A. - Bldg. 8, RM105, Desk 11 @ 12/09/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 11","lastName, firstName A.",12/9/25 0:00,12/9/25 23:00,12/09/2025 00:00,12/09/2025 23:00,46000.00,46000.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/9/2025,Super User Training,70,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
433,10/28/2025 9:32,"lastName, firstName A. - Bldg. 8, RM105, Desk 12 @ 12/09/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 12","lastName, firstName A.",12/9/25 0:00,12/9/25 23:00,12/09/2025 00:00,12/09/2025 23:00,46000.00,46000.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/9/2025,Super User Training,70,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
434,10/28/2025 9:32,"lastName, firstName A. - Bldg. 8, RM105, Desk 13 @ 12/09/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 13","lastName, firstName A.",12/9/25 0:00,12/9/25 23:00,12/09/2025 00:00,12/09/2025 23:00,46000.00,46000.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/9/2025,Super User Training,70,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
435,10/28/2025 9:32,"lastName, firstName A. - Bldg. 8, RM105, Desk 14 @ 12/09/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 14","lastName, firstName A.",12/9/25 0:00,12/9/25 23:00,12/09/2025 00:00,12/09/2025 23:00,46000.00,46000.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/9/2025,Super User Training,70,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
436,10/28/2025 9:32,"lastName, firstName A. - Bldg. 8, RM105, Desk 15 @ 12/09/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 15","lastName, firstName A.",12/9/25 0:00,12/9/25 23:00,12/09/2025 00:00,12/09/2025 23:00,46000.00,46000.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/9/2025,Super User Training,70,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
437,10/28/2025 9:32,"lastName, firstName A. - Bldg. 8, RM105, Desk 16 @ 12/09/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 16","lastName, firstName A.",12/9/25 0:00,12/9/25 23:00,12/09/2025 00:00,12/09/2025 23:00,46000.00,46000.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/9/2025,Super User Training,70,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
438,10/28/2025 9:32,"lastName, firstName A. - Bldg. 8, RM105, Desk 2 @ 12/09/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 2","lastName, firstName A.",12/9/25 0:00,12/9/25 23:00,12/09/2025 00:00,12/09/2025 23:00,46000.00,46000.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/9/2025,Super User Training,70,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
439,10/28/2025 9:32,"lastName, firstName A. - Bldg. 8, RM105, Desk 3 @ 12/09/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 3","lastName, firstName A.",12/9/25 0:00,12/9/25 23:00,12/09/2025 00:00,12/09/2025 23:00,46000.00,46000.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/9/2025,Super User Training,70,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
440,10/28/2025 9:32,"lastName, firstName A. - Bldg. 8, RM105, Desk 4 @ 12/09/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 4","lastName, firstName A.",12/9/25 0:00,12/9/25 23:00,12/09/2025 00:00,12/09/2025 23:00,46000.00,46000.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/9/2025,Super User Training,70,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
441,10/28/2025 9:32,"lastName, firstName A. - Bldg. 8, RM105, Desk 5 @ 12/09/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 5","lastName, firstName A.",12/9/25 0:00,12/9/25 23:00,12/09/2025 00:00,12/09/2025 23:00,46000.00,46000.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/9/2025,Super User Training,70,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
442,10/28/2025 9:33,"lastName, firstName A. - Bldg. 8, RM105, Desk 6 @ 12/09/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 6","lastName, firstName A.",12/9/25 0:00,12/9/25 23:00,12/09/2025 00:00,12/09/2025 23:00,46000.00,46000.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/9/2025,Super User Training,70,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
443,10/28/2025 9:33,"lastName, firstName A. - Bldg. 8, RM105, Desk 7 @ 12/09/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 7","lastName, firstName A.",12/9/25 0:00,12/9/25 23:00,12/09/2025 00:00,12/09/2025 23:00,46000.00,46000.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/9/2025,Super User Training,70,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
444,10/28/2025 9:33,"lastName, firstName A. - Bldg. 8, RM105, Desk 8 @ 12/09/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 8","lastName, firstName A.",12/9/25 0:00,12/9/25 23:00,12/09/2025 00:00,12/09/2025 23:00,46000.00,46000.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/9/2025,Super User Training,70,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
445,10/28/2025 9:33,"lastName, firstName A. - Bldg. 8, RM105, Desk 9 @ 12/09/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 9","lastName, firstName A.",12/9/25 0:00,12/9/25 23:00,12/09/2025 00:00,12/09/2025 23:00,46000.00,46000.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/9/2025,Super User Training,70,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
446,10/28/2025 9:34,"lastName, firstName A. - Bldg. 8, RM105, Desk 1 @ 12/10/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 1","lastName, firstName A.",12/10/25 0:00,12/10/25 23:00,12/10/2025 00:00,12/10/2025 23:00,46001.00,46001.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/10/2025,Super User Training,71,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
447,10/28/2025 9:34,"lastName, firstName A. - Bldg. 8, RM105, Desk 10 @ 12/10/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 10","lastName, firstName A.",12/10/25 0:00,12/10/25 23:00,12/10/2025 00:00,12/10/2025 23:00,46001.00,46001.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/10/2025,Super User Training,71,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
448,10/28/2025 9:34,"lastName, firstName A. - Bldg. 8, RM105, Desk 11 @ 12/10/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 11","lastName, firstName A.",12/10/25 0:00,12/10/25 23:00,12/10/2025 00:00,12/10/2025 23:00,46001.00,46001.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/10/2025,Super User Training,71,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
449,10/28/2025 9:34,"lastName, firstName A. - Bldg. 8, RM105, Desk 12 @ 12/10/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 12","lastName, firstName A.",12/10/25 0:00,12/10/25 23:00,12/10/2025 00:00,12/10/2025 23:00,46001.00,46001.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/10/2025,Super User Training,71,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
450,10/28/2025 9:34,"lastName, firstName A. - Bldg. 8, RM105, Desk 13 @ 12/10/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 13","lastName, firstName A.",12/10/25 0:00,12/10/25 23:00,12/10/2025 00:00,12/10/2025 23:00,46001.00,46001.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/10/2025,Super User Training,71,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
451,10/28/2025 9:34,"lastName, firstName A. - Bldg. 8, RM105, Desk 14 @ 12/10/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 14","lastName, firstName A.",12/10/25 0:00,12/10/25 23:00,12/10/2025 00:00,12/10/2025 23:00,46001.00,46001.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/10/2025,Super User Training,71,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
452,10/28/2025 9:34,"lastName, firstName A. - Bldg. 8, RM105, Desk 15 @ 12/10/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 15","lastName, firstName A.",12/10/25 0:00,12/10/25 23:00,12/10/2025 00:00,12/10/2025 23:00,46001.00,46001.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/10/2025,Super User Training,71,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
453,10/28/2025 9:34,"lastName, firstName A. - Bldg. 8, RM105, Desk 16 @ 12/10/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 16","lastName, firstName A.",12/10/25 0:00,12/10/25 23:00,12/10/2025 00:00,12/10/2025 23:00,46001.00,46001.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/10/2025,Super User Training,71,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
454,10/28/2025 9:34,"lastName, firstName A. - Bldg. 8, RM105, Desk 2 @ 12/10/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 2","lastName, firstName A.",12/10/25 0:00,12/10/25 23:00,12/10/2025 00:00,12/10/2025 23:00,46001.00,46001.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/10/2025,Super User Training,71,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
455,10/28/2025 9:34,"lastName, firstName A. - Bldg. 8, RM105, Desk 3 @ 12/10/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 3","lastName, firstName A.",12/10/25 0:00,12/10/25 23:00,12/10/2025 00:00,12/10/2025 23:00,46001.00,46001.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/10/2025,Super User Training,71,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
456,10/28/2025 9:34,"lastName, firstName A. - Bldg. 8, RM105, Desk 4 @ 12/10/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 4","lastName, firstName A.",12/10/25 0:00,12/10/25 23:00,12/10/2025 00:00,12/10/2025 23:00,46001.00,46001.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/10/2025,Super User Training,71,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
457,10/28/2025 9:34,"lastName, firstName A. - Bldg. 8, RM105, Desk 5 @ 12/10/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 5","lastName, firstName A.",12/10/25 0:00,12/10/25 23:00,12/10/2025 00:00,12/10/2025 23:00,46001.00,46001.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/10/2025,Super User Training,71,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
458,10/28/2025 9:34,"lastName, firstName A. - Bldg. 8, RM105, Desk 6 @ 12/10/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 6","lastName, firstName A.",12/10/25 0:00,12/10/25 23:00,12/10/2025 00:00,12/10/2025 23:00,46001.00,46001.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/10/2025,Super User Training,71,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
459,10/28/2025 9:34,"lastName, firstName A. - Bldg. 8, RM105, Desk 7 @ 12/10/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 7","lastName, firstName A.",12/10/25 0:00,12/10/25 23:00,12/10/2025 00:00,12/10/2025 23:00,46001.00,46001.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/10/2025,Super User Training,71,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
460,10/28/2025 9:34,"lastName, firstName A. - Bldg. 8, RM105, Desk 8 @ 12/10/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 8","lastName, firstName A.",12/10/25 0:00,12/10/25 23:00,12/10/2025 00:00,12/10/2025 23:00,46001.00,46001.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/10/2025,Super User Training,71,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
461,10/28/2025 9:34,"lastName, firstName A. - Bldg. 8, RM105, Desk 9 @ 12/10/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 9","lastName, firstName A.",12/10/25 0:00,12/10/25 23:00,12/10/2025 00:00,12/10/2025 23:00,46001.00,46001.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/10/2025,Super User Training,71,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
462,10/28/2025 9:35,"lastName, firstName A. - Bldg. 8, RM105, Desk 1 @ 12/11/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 1","lastName, firstName A.",12/11/25 0:00,12/11/25 23:00,12/11/2025 00:00,12/11/2025 23:00,46002.00,46002.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/11/2025,Super User Training,72,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
463,10/28/2025 9:35,"lastName, firstName A. - Bldg. 8, RM105, Desk 10 @ 12/11/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 10","lastName, firstName A.",12/11/25 0:00,12/11/25 23:00,12/11/2025 00:00,12/11/2025 23:00,46002.00,46002.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/11/2025,Super User Training,72,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
464,10/28/2025 9:35,"lastName, firstName A. - Bldg. 8, RM105, Desk 11 @ 12/11/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 11","lastName, firstName A.",12/11/25 0:00,12/11/25 23:00,12/11/2025 00:00,12/11/2025 23:00,46002.00,46002.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/11/2025,Super User Training,72,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
465,10/28/2025 9:35,"lastName, firstName A. - Bldg. 8, RM105, Desk 12 @ 12/11/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 12","lastName, firstName A.",12/11/25 0:00,12/11/25 23:00,12/11/2025 00:00,12/11/2025 23:00,46002.00,46002.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/11/2025,Super User Training,72,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
466,10/28/2025 9:35,"lastName, firstName A. - Bldg. 8, RM105, Desk 13 @ 12/11/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 13","lastName, firstName A.",12/11/25 0:00,12/11/25 23:00,12/11/2025 00:00,12/11/2025 23:00,46002.00,46002.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/11/2025,Super User Training,72,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
467,10/28/2025 9:35,"lastName, firstName A. - Bldg. 8, RM105, Desk 14 @ 12/11/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 14","lastName, firstName A.",12/11/25 0:00,12/11/25 23:00,12/11/2025 00:00,12/11/2025 23:00,46002.00,46002.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/11/2025,Super User Training,72,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
468,10/28/2025 9:35,"lastName, firstName A. - Bldg. 8, RM105, Desk 15 @ 12/11/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 15","lastName, firstName A.",12/11/25 0:00,12/11/25 23:00,12/11/2025 00:00,12/11/2025 23:00,46002.00,46002.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/11/2025,Super User Training,72,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
469,10/28/2025 9:35,"lastName, firstName A. - Bldg. 8, RM105, Desk 16 @ 12/11/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 16","lastName, firstName A.",12/11/25 0:00,12/11/25 23:00,12/11/2025 00:00,12/11/2025 23:00,46002.00,46002.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/11/2025,Super User Training,72,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
470,10/28/2025 9:35,"lastName, firstName A. - Bldg. 8, RM105, Desk 2 @ 12/11/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 2","lastName, firstName A.",12/11/25 0:00,12/11/25 23:00,12/11/2025 00:00,12/11/2025 23:00,46002.00,46002.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/11/2025,Super User Training,72,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
471,10/28/2025 9:35,"lastName, firstName A. - Bldg. 8, RM105, Desk 3 @ 12/11/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 3","lastName, firstName A.",12/11/25 0:00,12/11/25 23:00,12/11/2025 00:00,12/11/2025 23:00,46002.00,46002.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/11/2025,Super User Training,72,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
472,10/28/2025 9:35,"lastName, firstName A. - Bldg. 8, RM105, Desk 4 @ 12/11/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 4","lastName, firstName A.",12/11/25 0:00,12/11/25 23:00,12/11/2025 00:00,12/11/2025 23:00,46002.00,46002.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/11/2025,Super User Training,72,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
473,10/28/2025 9:35,"lastName, firstName A. - Bldg. 8, RM105, Desk 5 @ 12/11/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 5","lastName, firstName A.",12/11/25 0:00,12/11/25 23:00,12/11/2025 00:00,12/11/2025 23:00,46002.00,46002.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/11/2025,Super User Training,72,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
474,10/28/2025 9:35,"lastName, firstName A. - Bldg. 8, RM105, Desk 6 @ 12/11/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 6","lastName, firstName A.",12/11/25 0:00,12/11/25 23:00,12/11/2025 00:00,12/11/2025 23:00,46002.00,46002.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/11/2025,Super User Training,72,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
475,10/28/2025 9:35,"lastName, firstName A. - Bldg. 8, RM105, Desk 7 @ 12/11/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 7","lastName, firstName A.",12/11/25 0:00,12/11/25 23:00,12/11/2025 00:00,12/11/2025 23:00,46002.00,46002.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/11/2025,Super User Training,72,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
476,10/28/2025 9:35,"lastName, firstName A. - Bldg. 8, RM105, Desk 8 @ 12/11/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 8","lastName, firstName A.",12/11/25 0:00,12/11/25 23:00,12/11/2025 00:00,12/11/2025 23:00,46002.00,46002.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/11/2025,Super User Training,72,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
477,10/28/2025 9:35,"lastName, firstName A. - Bldg. 8, RM105, Desk 9 @ 12/11/2025 00:00",Learning Labs,"Bldg. 8, RM105, Desk 9","lastName, firstName A.",12/11/25 0:00,12/11/25 23:00,12/11/2025 00:00,12/11/2025 23:00,46002.00,46002.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/11/2025,Super User Training,72,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
478,10/28/2025 9:38,"lastName, firstName A. - Bldg. 8, RM105, Desk 1 @ 01/05/2026 00:00",Learning Labs,"Bldg. 8, RM105, Desk 1","lastName, firstName A.",1/5/26 0:00,1/5/26 23:00,01/05/2026 00:00,01/05/2026 23:00,46027.00,46027.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,1/5/2026,Super User Training,73,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
479,10/28/2025 9:38,"lastName, firstName A. - Bldg. 8, RM105, Desk 10 @ 01/05/2026 00:00",Learning Labs,"Bldg. 8, RM105, Desk 10","lastName, firstName A.",1/5/26 0:00,1/5/26 23:00,01/05/2026 00:00,01/05/2026 23:00,46027.00,46027.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,1/5/2026,Super User Training,73,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
480,10/28/2025 9:38,"lastName, firstName A. - Bldg. 8, RM105, Desk 11 @ 01/05/2026 00:00",Learning Labs,"Bldg. 8, RM105, Desk 11","lastName, firstName A.",1/5/26 0:00,1/5/26 23:00,01/05/2026 00:00,01/05/2026 23:00,46027.00,46027.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,1/5/2026,Super User Training,73,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
481,10/28/2025 9:38,"lastName, firstName A. - Bldg. 8, RM105, Desk 12 @ 01/05/2026 00:00",Learning Labs,"Bldg. 8, RM105, Desk 12","lastName, firstName A.",1/5/26 0:00,1/5/26 23:00,01/05/2026 00:00,01/05/2026 23:00,46027.00,46027.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,1/5/2026,Super User Training,73,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
482,10/28/2025 9:38,"lastName, firstName A. - Bldg. 8, RM105, Desk 13 @ 01/05/2026 00:00",Learning Labs,"Bldg. 8, RM105, Desk 13","lastName, firstName A.",1/5/26 0:00,1/5/26 23:00,01/05/2026 00:00,01/05/2026 23:00,46027.00,46027.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,1/5/2026,Super User Training,73,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
483,10/28/2025 9:38,"lastName, firstName A. - Bldg. 8, RM105, Desk 14 @ 01/05/2026 00:00",Learning Labs,"Bldg. 8, RM105, Desk 14","lastName, firstName A.",1/5/26 0:00,1/5/26 23:00,01/05/2026 00:00,01/05/2026 23:00,46027.00,46027.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,1/5/2026,Super User Training,73,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
484,10/28/2025 9:38,"lastName, firstName A. - Bldg. 8, RM105, Desk 15 @ 01/05/2026 00:00",Learning Labs,"Bldg. 8, RM105, Desk 15","lastName, firstName A.",1/5/26 0:00,1/5/26 23:00,01/05/2026 00:00,01/05/2026 23:00,46027.00,46027.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,1/5/2026,Super User Training,73,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
485,10/28/2025 9:38,"lastName, firstName A. - Bldg. 8, RM105, Desk 16 @ 01/05/2026 00:00",Learning Labs,"Bldg. 8, RM105, Desk 16","lastName, firstName A.",1/5/26 0:00,1/5/26 23:00,01/05/2026 00:00,01/05/2026 23:00,46027.00,46027.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,1/5/2026,Super User Training,73,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
486,10/28/2025 9:38,"lastName, firstName A. - Bldg. 8, RM105, Desk 2 @ 01/05/2026 00:00",Learning Labs,"Bldg. 8, RM105, Desk 2","lastName, firstName A.",1/5/26 0:00,1/5/26 23:00,01/05/2026 00:00,01/05/2026 23:00,46027.00,46027.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,1/5/2026,Super User Training,73,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
487,10/28/2025 9:38,"lastName, firstName A. - Bldg. 8, RM105, Desk 3 @ 01/05/2026 00:00",Learning Labs,"Bldg. 8, RM105, Desk 3","lastName, firstName A.",1/5/26 0:00,1/5/26 23:00,01/05/2026 00:00,01/05/2026 23:00,46027.00,46027.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,1/5/2026,Super User Training,73,,,,"Bldg. 8, RM105",TRUE,,"lastName, firstName A.",,,,
