ID,Created,Title,Reason for desk reservation,DeskText,Reserved By,Check Out From,Check Out To,Check Out From Text,Check Out To Text,Check Out From Number,Check Out To Number,Service,Description,RoomReservation,Manager,Asset,RecurrenceFrequency,RecurrenceEndDate,MeetingCategory,RecurrenceID,RecurrenceDayName,RecurrenceTimes,OptionalAttendees,DeskFloor,IsRecurring,OutlookEventID,Created By,OutlookSeriesID,RecurrencePattern,ParentReservationID,Floor
559,10/28/2025 10:03,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 10 @ 11/17/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 10","lastName, firstName A.",11/17/25 0:00,11/17/25 23:00,11/17/2025 00:00,11/17/2025 23:00,45978.00,45978.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/17/2025,Super User Training,78,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
560,10/28/2025 10:03,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 11 @ 11/17/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 11","lastName, firstName A.",11/17/25 0:00,11/17/25 23:00,11/17/2025 00:00,11/17/2025 23:00,45978.00,45978.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/17/2025,Super User Training,78,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
561,10/28/2025 10:03,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 12 @ 11/17/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 12","lastName, firstName A.",11/17/25 0:00,11/17/25 23:00,11/17/2025 00:00,11/17/2025 23:00,45978.00,45978.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/17/2025,Super User Training,78,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
562,10/28/2025 10:03,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 13 @ 11/17/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 13","lastName, firstName A.",11/17/25 0:00,11/17/25 23:00,11/17/2025 00:00,11/17/2025 23:00,45978.00,45978.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/17/2025,Super User Training,78,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
563,10/28/2025 10:03,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 14 @ 11/17/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 14","lastName, firstName A.",11/17/25 0:00,11/17/25 23:00,11/17/2025 00:00,11/17/2025 23:00,45978.00,45978.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/17/2025,Super User Training,78,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
564,10/28/2025 10:03,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 2 @ 11/17/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 2","lastName, firstName A.",11/17/25 0:00,11/17/25 23:00,11/17/2025 00:00,11/17/2025 23:00,45978.00,45978.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/17/2025,Super User Training,78,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
565,10/28/2025 10:03,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 3 @ 11/17/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 3","lastName, firstName A.",11/17/25 0:00,11/17/25 23:00,11/17/2025 00:00,11/17/2025 23:00,45978.00,45978.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/17/2025,Super User Training,78,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
566,10/28/2025 10:03,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 4 @ 11/17/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 4","lastName, firstName A.",11/17/25 0:00,11/17/25 23:00,11/17/2025 00:00,11/17/2025 23:00,45978.00,45978.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/17/2025,Super User Training,78,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
567,10/28/2025 10:03,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 5 @ 11/17/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 5","lastName, firstName A.",11/17/25 0:00,11/17/25 23:00,11/17/2025 00:00,11/17/2025 23:00,45978.00,45978.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/17/2025,Super User Training,78,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
568,10/28/2025 10:03,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 6 @ 11/17/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 6","lastName, firstName A.",11/17/25 0:00,11/17/25 23:00,11/17/2025 00:00,11/17/2025 23:00,45978.00,45978.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/17/2025,Super User Training,78,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
569,10/28/2025 10:03,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 7 @ 11/17/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 7","lastName, firstName A.",11/17/25 0:00,11/17/25 23:00,11/17/2025 00:00,11/17/2025 23:00,45978.00,45978.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/17/2025,Super User Training,78,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
570,10/28/2025 10:03,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 8 @ 11/17/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 8","lastName, firstName A.",11/17/25 0:00,11/17/25 23:00,11/17/2025 00:00,11/17/2025 23:00,45978.00,45978.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/17/2025,Super User Training,78,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
571,10/28/2025 10:03,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 9 @ 11/17/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 9","lastName, firstName A.",11/17/25 0:00,11/17/25 23:00,11/17/2025 00:00,11/17/2025 23:00,45978.00,45978.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/17/2025,Super User Training,78,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
578,10/28/2025 10:17,"lastName, firstName A. - Bldg. 2, RM1317, Desk 1  @ 11/04/2025 08:00",,"Bldg. 2, RM1317, Desk 1 ","lastName, firstName A.",11/4/25 8:00,11/4/25 17:00,11/04/2025 08:00,11/04/2025 17:00,45965.33,45965.71,RN,,TRUE,"lastName, firstName A.",Desk,,11/4/2025,Super User Training,79,,,,"Bldg. 2, RM1317",TRUE,,"lastName, firstName A.",,,,
579,10/28/2025 10:17,"lastName, firstName A. - Bldg. 2, RM1317, Desk 2 @ 11/05/2025 08:00",,"Bldg. 2, RM1317, Desk 2","lastName, firstName A.",11/5/25 8:00,11/5/25 17:00,11/05/2025 08:00,11/05/2025 17:00,45966.33,45966.71,RN,,TRUE,"lastName, firstName A.",Desk,,11/5/2025,Super User Training,80,,,,"Bldg. 2, RM1317",TRUE,,"lastName, firstName A.",,,,
580,10/28/2025 11:13,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 1 @ 11/18/2025 00:00","Learning Labs
","Wyoming CBOC, RM1M103, Desk 1","lastName, firstName A.",11/18/25 0:00,11/18/25 23:00,11/18/2025 00:00,11/18/2025 23:00,45979.00,45979.96,HIS,"Learning Labs
",TRUE,"lastName, firstName A.",Desk,,11/18/2025,Super User Training,81,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
581,10/28/2025 11:13,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 10 @ 11/18/2025 00:00","Learning Labs
","Wyoming CBOC, RM1M103, Desk 10","lastName, firstName A.",11/18/25 0:00,11/18/25 23:00,11/18/2025 00:00,11/18/2025 23:00,45979.00,45979.96,HIS,"Learning Labs
",TRUE,"lastName, firstName A.",Desk,,11/18/2025,Super User Training,81,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
582,10/28/2025 11:13,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 11 @ 11/18/2025 00:00","Learning Labs
","Wyoming CBOC, RM1M103, Desk 11","lastName, firstName A.",11/18/25 0:00,11/18/25 23:00,11/18/2025 00:00,11/18/2025 23:00,45979.00,45979.96,HIS,"Learning Labs
",TRUE,"lastName, firstName A.",Desk,,11/18/2025,Super User Training,81,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
583,10/28/2025 11:13,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 12 @ 11/18/2025 00:00","Learning Labs
","Wyoming CBOC, RM1M103, Desk 12","lastName, firstName A.",11/18/25 0:00,11/18/25 23:00,11/18/2025 00:00,11/18/2025 23:00,45979.00,45979.96,HIS,"Learning Labs
",TRUE,"lastName, firstName A.",Desk,,11/18/2025,Super User Training,81,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
584,10/28/2025 11:13,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 13 @ 11/18/2025 00:00","Learning Labs
","Wyoming CBOC, RM1M103, Desk 13","lastName, firstName A.",11/18/25 0:00,11/18/25 23:00,11/18/2025 00:00,11/18/2025 23:00,45979.00,45979.96,HIS,"Learning Labs
",TRUE,"lastName, firstName A.",Desk,,11/18/2025,Super User Training,81,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
585,10/28/2025 11:13,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 14 @ 11/18/2025 00:00","Learning Labs
","Wyoming CBOC, RM1M103, Desk 14","lastName, firstName A.",11/18/25 0:00,11/18/25 23:00,11/18/2025 00:00,11/18/2025 23:00,45979.00,45979.96,HIS,"Learning Labs
",TRUE,"lastName, firstName A.",Desk,,11/18/2025,Super User Training,81,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
586,10/28/2025 11:13,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 2 @ 11/18/2025 00:00","Learning Labs
","Wyoming CBOC, RM1M103, Desk 2","lastName, firstName A.",11/18/25 0:00,11/18/25 23:00,11/18/2025 00:00,11/18/2025 23:00,45979.00,45979.96,HIS,"Learning Labs
",TRUE,"lastName, firstName A.",Desk,,11/18/2025,Super User Training,81,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
587,10/28/2025 11:13,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 3 @ 11/18/2025 00:00","Learning Labs
","Wyoming CBOC, RM1M103, Desk 3","lastName, firstName A.",11/18/25 0:00,11/18/25 23:00,11/18/2025 00:00,11/18/2025 23:00,45979.00,45979.96,HIS,"Learning Labs
",TRUE,"lastName, firstName A.",Desk,,11/18/2025,Super User Training,81,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
588,10/28/2025 11:13,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 4 @ 11/18/2025 00:00","Learning Labs
","Wyoming CBOC, RM1M103, Desk 4","lastName, firstName A.",11/18/25 0:00,11/18/25 23:00,11/18/2025 00:00,11/18/2025 23:00,45979.00,45979.96,HIS,"Learning Labs
",TRUE,"lastName, firstName A.",Desk,,11/18/2025,Super User Training,81,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
589,10/28/2025 11:13,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 5 @ 11/18/2025 00:00","Learning Labs
","Wyoming CBOC, RM1M103, Desk 5","lastName, firstName A.",11/18/25 0:00,11/18/25 23:00,11/18/2025 00:00,11/18/2025 23:00,45979.00,45979.96,HIS,"Learning Labs
",TRUE,"lastName, firstName A.",Desk,,11/18/2025,Super User Training,81,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
590,10/28/2025 11:13,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 6 @ 11/18/2025 00:00","Learning Labs
","Wyoming CBOC, RM1M103, Desk 6","lastName, firstName A.",11/18/25 0:00,11/18/25 23:00,11/18/2025 00:00,11/18/2025 23:00,45979.00,45979.96,HIS,"Learning Labs
",TRUE,"lastName, firstName A.",Desk,,11/18/2025,Super User Training,81,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
591,10/28/2025 11:13,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 7 @ 11/18/2025 00:00","Learning Labs
","Wyoming CBOC, RM1M103, Desk 7","lastName, firstName A.",11/18/25 0:00,11/18/25 23:00,11/18/2025 00:00,11/18/2025 23:00,45979.00,45979.96,HIS,"Learning Labs
",TRUE,"lastName, firstName A.",Desk,,11/18/2025,Super User Training,81,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
592,10/28/2025 11:13,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 8 @ 11/18/2025 00:00","Learning Labs
","Wyoming CBOC, RM1M103, Desk 8","lastName, firstName A.",11/18/25 0:00,11/18/25 23:00,11/18/2025 00:00,11/18/2025 23:00,45979.00,45979.96,HIS,"Learning Labs
",TRUE,"lastName, firstName A.",Desk,,11/18/2025,Super User Training,81,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
593,10/28/2025 11:13,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 9 @ 11/18/2025 00:00","Learning Labs
","Wyoming CBOC, RM1M103, Desk 9","lastName, firstName A.",11/18/25 0:00,11/18/25 23:00,11/18/2025 00:00,11/18/2025 23:00,45979.00,45979.96,HIS,"Learning Labs
",TRUE,"lastName, firstName A.",Desk,,11/18/2025,Super User Training,81,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
594,10/28/2025 11:14,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 6 @ 11/19/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 6","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,82,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
595,10/28/2025 11:14,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 7 @ 11/19/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 7","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,82,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
596,10/28/2025 11:14,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 8 @ 11/19/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 8","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,82,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
597,10/28/2025 11:14,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 9 @ 11/19/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 9","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,82,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
598,10/28/2025 11:14,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 1 @ 11/19/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 1","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,82,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
599,10/28/2025 11:14,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 10 @ 11/19/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 10","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,82,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
600,10/28/2025 11:14,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 11 @ 11/19/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 11","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,82,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
601,10/28/2025 11:14,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 12 @ 11/19/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 12","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,82,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
602,10/28/2025 11:14,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 13 @ 11/19/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 13","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,82,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
603,10/28/2025 11:14,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 14 @ 11/19/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 14","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,82,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
604,10/28/2025 11:14,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 2 @ 11/19/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 2","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,82,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
605,10/28/2025 11:14,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 3 @ 11/19/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 3","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,82,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
606,10/28/2025 11:14,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 4 @ 11/19/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 4","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,82,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
607,10/28/2025 11:14,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 5 @ 11/19/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 5","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,82,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
608,10/28/2025 11:19,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 3 @ 12/01/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 3","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,83,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
609,10/28/2025 11:21,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 5 @ 12/01/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 5","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,84,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
610,10/28/2025 11:21,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 6 @ 12/01/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 6","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,84,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
611,10/28/2025 11:21,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 7 @ 12/01/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 7","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,84,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
612,10/28/2025 11:21,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 8 @ 12/01/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 8","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,84,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
613,10/28/2025 11:21,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 9 @ 12/01/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 9","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,84,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
614,10/28/2025 11:21,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 1 @ 12/01/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 1","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,84,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
615,10/28/2025 11:21,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 10 @ 12/01/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 10","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,84,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
616,10/28/2025 11:21,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 11 @ 12/01/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 11","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,84,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
617,10/28/2025 11:21,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 12 @ 12/01/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 12","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,84,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
618,10/28/2025 11:21,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 13 @ 12/01/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 13","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,84,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
619,10/28/2025 11:21,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 14 @ 12/01/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 14","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,84,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
620,10/28/2025 11:21,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 2 @ 12/01/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 2","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,84,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
621,10/28/2025 11:21,"lastName, firstName A. - Wyoming CBOC, RM1M103, Desk 4 @ 12/01/2025 00:00",Learning Labs,"Wyoming CBOC, RM1M103, Desk 4","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,84,,,,"Wyoming CBOC, RM1M103",TRUE,,"lastName, firstName A.",,,,
